0_ns,8_ns,12_ns,16_ns,20_ns,24_ns
-0.016391863,2.622936001,5.275480385,7.300091204,9.893682875,11.46138782
0.134473689,2.754254272,6.969921332,6.568811397,9.945048753,11.07045333
-1.010139118,3.17904953,7.186404573,7.315937094,11.64567477,10.62190115
1.566034801,2.177968997,6.303646727,8.045873079,10.41201018,10.60539253
-1.092997958,1.836142892,6.897447963,7.693241099,10.97518158,11.4704333
-0.51708931,4.929283081,4.558134479,7.873552198,11.44974687,10.07504208
-0.222200029,3.383439941,5.974760429,9.358684522,10.62851444,11.6165635
-0.812143114,2.951351934,5.184328878,9.057469751,10.83705665,11.12988633
-0.348205948,3.410758036,6.918695978,9.010845891,8.809223061,11.13143286
0.684914897,2.99808878,6.205196883,8.049112949,10.40015613,9.104640957
-1.113946045,3.394424076,5.313255098,8.237354395,11.93421094,11.40207023
0.639095811,3.502212365,7.517476872,8.328567229,10.61276584,9.322132562
0.254046807,3.432736284,7.769557362,7.658319363,11.18035254,10.42718289
-1.691556641,1.653873169,5.964173686,7.898984744,10.47499956,11.5974984
1.038263138,2.729245141,7.125927891,6.649625072,10.65498399,10.69579414
1.348948162,4.256921969,5.039608181,8.79731913,12.63957995,10.89405968
-0.558327945,3.341436308,5.773208296,9.08662578,10.31202511,10.60694905
0.566598999,3.144165166,6.844613016,6.461597808,12.02839138,11.33824045
-0.722100014,1.460349046,5.750113288,8.766481951,9.928496934,12.82585448
-1.202806287,1.873835766,4.943240742,8.881859024,10.93362956,11.05428817
0.395334619,4.653369756,6.866313711,8.730513335,9.835884769,12.55440954
1.754649398,3.391721638,7.072733435,9.37152958,11.0421532,12.27212236
0.288396018,4.895085375,4.145416103,7.675500493,12.05816937,10.57725693
0.874755868,3.718319258,5.982511481,7.926425847,12.1420111,12.80356761
-1.267711443,3.611827555,5.637434554,9.046275397,12.72969188,11.13399977
-0.157189051,4.027049069,5.061490908,7.042854348,12.71459187,12.64380093
0.295836244,5.24781793,5.042165361,7.031616412,10.17698316,10.39722789
-0.042420344,5.383359247,7.085770381,8.625710239,11.34827767,12.31813897
-1.00024374,1.920657703,5.913837478,7.26761888,11.74751511,11.75543245
1.944100104,2.511995818,6.00834625,8.845150661,10.13838686,11.49919548
-0.230950699,3.998453981,6.152299682,8.599879774,10.14878169,12.07517242
0.651744492,2.464323765,5.156996405,5.686468983,9.811993857,10.56633619
-1.322405496,4.360758815,5.167257266,9.202516456,10.76570579,8.778453085
1.811015366,2.775538836,6.192716306,7.140687562,8.928121775,10.54136816
0.86051345,2.318569529,5.542951972,7.414889879,9.603699579,9.505515119
0.583070459,3.638604567,6.328060238,6.440199563,10.49261619,9.60592822
0.898306346,4.412517251,6.739616254,7.977493109,10.01019272,12.91449023
0.579550245,2.625571492,6.133741066,7.194637715,9.814302202,11.25965431
1.19075183,3.679655408,6.376845161,7.887426961,12.87218111,10.63719073
0.347656867,2.370590427,6.37756831,7.409615693,10.86197144,12.29487778
0.696485367,2.693718331,5.488596429,9.069748263,11.86384635,9.844163442
-1.220234013,3.784768736,6.615964038,8.89098995,11.16764904,8.830476533
0.199276442,5.125133792,5.611418114,7.233045198,11.46213492,11.5136953
-0.259706407,3.096592687,4.616172272,7.338508867,9.171532439,10.45564264
0.869903245,1.304799095,5.045781069,8.205294488,10.65493001,10.92709349
0.27074765,4.650506066,7.57867963,7.819557303,9.252928213,12.59064709
-0.11093985,2.230339405,7.193422529,8.016980248,12.07825137,11.10672361
1.421414739,1.914168595,7.373898634,8.829557832,9.638091641,9.290197951
-1.817956529,3.341503919,6.590496669,6.891031997,10.15462558,13.42583274
-2.042373752,1.992152496,7.968219097,6.858964464,11.40940586,10.97118169
0.144930657,1.722093947,6.193018284,8.39392075,9.68056772,12.3869757
0.767385169,3.863232642,7.309551323,6.285319204,10.26488617,9.593079708
0.680232199,2.324391887,6.980368498,7.686663361,11.09002911,10.58405924
-0.719541941,4.017125067,4.853099598,8.151948226,10.77739207,9.67881431
1.276661067,3.552148426,6.345538271,7.399241254,12.32964145,10.78639249
0.85272876,2.33276637,7.166533496,9.637770969,11.90577689,11.59226136
1.589033511,1.823564214,6.420579225,5.914325134,10.25483695,9.399592943
0.864646042,2.611383634,5.812656169,6.15690657,12.18963293,10.76745984
0.022693255,2.354053692,5.412140553,8.518461112,10.77805898,10.53357453
0.748078699,4.169674061,6.683175806,9.475196926,12.65627711,11.01926482
0.331335978,3.602965431,7.744444168,8.831512459,10.89571109,9.487525983
0.467989985,3.410223883,4.845886898,8.874783204,11.52706134,9.782437594
-0.240726548,4.420551688,6.003572922,9.971140261,9.378659803,10.9906787
-0.57421117,2.902836972,6.288018485,7.123818969,10.49515288,8.861125885
-1.029830612,3.265427477,6.240277042,9.142970104,11.38202382,10.10734305
2.980533483,2.388814916,6.030059621,6.278727317,11.01594298,11.35894
0.942404773,2.87886044,4.801223445,6.926248207,9.363885306,11.95616453
0.960404788,2.251048569,7.429073239,6.438411845,12.94024093,12.16911114
0.746558951,3.336131358,5.696364673,7.850082778,11.45123622,11.33797607
0.947373501,3.371682992,6.168318893,8.341833252,10.18871272,13.09945258
0.160182637,3.55868225,6.42965416,9.300507946,12.2922019,10.69579438
-0.269201294,2.543133905,5.517874352,8.410432668,10.86534636,9.26094171
-0.500838198,1.84683429,6.498025925,7.879894987,10.22362051,10.2693862
-1.224256817,3.649228739,5.505636295,7.948821484,9.277763639,11.94969404
2.08114472,2.569028184,6.158756578,9.434438725,11.18348687,10.8538035
0.558537381,3.207626953,4.468923736,7.459731164,10.1678297,11.38357876
0.511610007,4.226151345,5.918592969,6.540406405,10.8611662,11.10858638
1.547431398,4.446437921,8.892058024,7.69197103,10.5627344,9.240371641
-0.576184546,1.573810563,5.209235625,8.485647437,11.23376272,10.98494551
-1.550957797,3.210277786,5.665941217,6.957716648,10.25836025,10.72218006
0.292006942,2.692314106,5.189518251,7.163913816,10.21225064,11.35994307
0.183026574,4.460362362,6.7095603,9.298253719,12.88095458,11.87218085
1.288019921,1.980522477,6.722393736,8.420455377,11.29352001,8.957729046
-1.698934398,1.760367944,5.321717326,6.898102606,10.46704706,11.01247806
1.502509078,3.338863696,4.421623242,8.954167925,10.91001994,10.08473073
-0.595050439,3.530427325,5.207651333,7.049042075,11.45287816,11.70221142
0.946254308,1.824600683,6.266857137,9.235424434,10.37436849,11.57081174
-0.037392457,2.815153174,6.813106973,9.472576367,9.585934352,11.9458195
-1.066333225,2.687962987,6.023595401,8.504307139,11.29010254,14.42801082
-1.053784267,1.918050063,5.302730403,9.076281761,12.23984537,11.10126688
0.39589126,3.264479052,5.971003231,5.899356951,10.33125764,10.94521544
-20.01618433,-2.059901412,1.959646973,3.911293084,5.103033186,4.928256281
19.96949797,8.162742496,10.19302216,12.09388247,16.86536502,16.05733865
